price,floor,floors_count,rooms_count,total_m2,price_per_m2,year_of_construction,living_m2,kitchen_m2,district,underground,city
25500000,6,9,1,42.4,601415,2007,18.0,12.0,пресненский,улица 1905 года,москва
12328805,3,19,1,39.2,314510,2024,45.85868263473054,14.677022274325909,богородское,бульвар рокоссовского,москва
7460000,2,8,1,27.8,268345,2021,45.85868263473054,14.677022274325909,таганский,калитники,москва
13938038,33,33,1,38.8,359227,2023,11.0,19.0,дмитровский,яхромская,москва
8800000,2,12,1,34.8,252873,1968,19.0,6.0,богородское,бульвар рокоссовского,москва
16842800,8,22,1,37.23,452398,2023,10.0,16.0,останкинский,отрадное,москва
46500000,7,8,1,49.8,933734,2012,45.85868263473054,14.677022274325909,якиманка,третьяковская,москва
19046307,16,27,1,40.7,467968,2025,45.85868263473054,14.677022274325909,даниловский,технопарк,москва
110240000,7,8,1,60.8,1813157,2019,45.85868263473054,14.677022274325909,якиманка,третьяковская,москва
19493500,43,51,1,29.99,650000,2024,45.85868263473054,14.677022274325909,пресненский,шелепиха,москва
17100000,2,13,1,40.5,422222,2024,26.0,5.0,южнопортовый,пролетарская,москва
23227543,6,15,1,40.5,573519,2022,16.0,10.0,раменки,раменки,москва
19880000,22,28,1,42.5,467764,2023,10.0,8.0,коньково,калужская,москва
24302700,7,41,3,202.0,120310,2023,45.85868263473054,14.677022274325909,раменки,лужники,москва
19000000,30,46,1,43.4,437788,2023,15.0,16.0,обручевский,калужская,москва
26169999,3,21,1,53.7,487337,2024,15.0,25.0,беговой,белорусская,москва
25000000,15,51,1,48.0,520833,2020,45.85868263473054,14.677022274325909,раменки,раменки,москва
42000000,6,13,1,50.7,828402,2013,45.85868263473054,14.677022274325909,арбат,смоленская,москва
11600000,7,16,1,34.5,336231,1989,17.0,8.0,марфино,окружная,москва
43024894,2,6,1,48.77,882200,2024,14.0,20.0,замоскворечье,новокузнецкая,москва
15500000,27,46,1,33.0,469696,2022,17.0,6.0,хорошево-мневники,шелепиха,москва
43660600,64,66,1,39.8,1097000,2020,45.85868263473054,14.677022274325909,пресненский,выставочная,москва
